Country Name,Country Code,Indicator Name,Indicator Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,98.5,98.6,98.8,98.9,97.6,99.2,99.8,99.5,100.0,100.0,100.0,100.0,100.0,100.0
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.9,15.3,17.2,19.5,17.3,17.5,17.8,18.1,18.4,13.5,19.2,16.6,23.6,20.5,20.9
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.5,96.7,96.9,97.4,98.2,97.8,99.0,99.0,99.3,98.4,99.3,99.6,99.7,99.7,100.0
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8,99.8,99.9,99.9,99.7,99.8,99.9,99.9,99.9,100.0,99.9,100.0,100.0,100.0,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.1,96.5,96.8,97.1,97.4,97.8,98.1,98.4,98.8,99.1,100.0,99.8,100.0,100.0,100.0
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2,98.3,98.4,99.3,99.2,100.0,100.0,100.0,95.5,99.4,100.0,100.0,99.8,99.9,100.0
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.8,6.0,15.6,9.7,10.8,17.5,15.2,19.8,22.8,29.4,34.1,38.0,46.6,45.2,48.7
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,99.9,100.0,100.0,100.0
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,31.1,20.0,29.0,36.0,38.3,40.7,43.1,44.9,48.0,50.5,53.0,55.3,57.6,59.7,61.8
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.1,49.7,53.5,56.5,56.5,56.5,57.0,61.0,60.5,64.5,61.7,66.0,70.4,64.3,68.0
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.9,28.1,21.2,35.4,39.1,42.9,44.7,50.5,55.1,58.2,62.9,65.8,69.4,72.9,76.3
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,13.0,12.1,14.6,11.5,14.2,17.2,13.5,18.8,19.7,20.3,23.4,26.1,22.7,26.3,27.5
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.1,91.0,91.1,91.6,92.6,93.7,95.0,95.1,95.4,96.0,96.8,97.0,97.4,99.7,97.9
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.6,99.6,99.7,99.7,99.8,99.9,99.7,99.9,99.9,100.0,100.0,99.8,100.0,100.0
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.0,59.1,56.9,61.4,62.6,57.9,65.0,68.6,67.3,69.4,74.3,71.0,75.1,76.8,78.5
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.7,94.7,94.6,91.2,94.6,94.6,94.6,94.6,95.0,95.8,96.6,97.4,97.9,98.4,98.8
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.8,42.6,38.6,45.6,51.2,54.3,57.5,65.0,64.1,63.4,73.5,74.0,77.0,80.0,82.9
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.1,96.5,96.8,97.0,98.1,98.3,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.5,91.3,91.1,92.7,91.5,90.7,90.4,90.2,90.0,89.8,89.6,86.0,89.2,89.0,88.8
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,5.5,5.9,6.3,6.4,9.0,7.8,8.1,8.4,7.7,9.2,10.9,10.1,8.4,10.9,11.3
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.0,31.8,33.7,30.8,39.7,39.1,41.0,45.7,44.7,46.8,48.0,50.0,52.5,54.1,55.7
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.1,94.8,99.0,99.7,99.3,99.1,99.4,99.5,99.6,99.9,99.9,99.8,99.9,100.0,100.0
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6,98.6,99.0,98.8,98.9,99.1,99.0,99.1,98.0,99.3,99.3,99.3,99.4,99.5,99.6
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.6,99.7,100.0,99.8,99.9,99.9,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,36.6,43.1,46.3,38.0,52.7,56.0,59.2,62.4,67.3,76.5,79.5,85.2,90.6,96.0,100.0
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.5,91.2,92.0,92.8,92.2,92.8,95.1,95.9,100.0,97.0,98.2,99.0,98.4,99.9,100.0
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,99.0,100.0,97.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,99.9,100.0,100.0,99.8,100.0,99.9,99.9
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.9,11.5,11.2,14.8,14.2,15.3,16.4,23.5,26.2,32.8,32.1,34.9,37.7,39.9,42.7
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.8,15.9,10.0,12.1,14.6,20.5,13.9,20.4,18.5,26.7,32.4,41.9,41.3,42.1,45.2
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,99.8,99.9,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7,98.8,99.1,99.3,99.2,99.6,99.6,99.7,99.7,99.7,99.8,99.8,99.9,100.0,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,99.5,99.5,99.6,99.7,99.7,99.8,99.8,99.9,99.9,100.0,100.0,100.0,100.0,99.9
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.8,90.1,91.4,92.7,94.1,95.4,96.8,98.1,99.4,99.7,100.0,100.0,100.0,100.0,100.0
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Viet Nam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.1,93.8,96.1,97.4,99.0,97.9,98.5,99.2,99.3,99.2,100.0,100.0,99.4,99.8,100.0
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.6,36.5,33.3,44.1,42.0,43.9,31.7,49.1,52.3,57.8,62.8,61.6,64.5,67.3,70.0
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.5,98.1,97.9,96.4,96.7,96.8,97.0,97.9,98.2,98.9,96.8,99.8,99.2,100.0,98.3
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9,97.3,97.9,98.1,98.1,98.3,99.0,99.2,99.3,99.5,99.8,99.8,99.9,100.0,100.0
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.2,58.4,59.6,60.8,62.0,52.4,75.6,66.1,67.4,68.9,79.2,62.0,72.8,73.9,74.9
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.0,81.9,82.6,82.8,83.6,85.2,85.2,85.9,85.3,83.9,84.4,84.7,85.0,90.0,89.3
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.5,25.7,26.6,22.0,28.3,29.2,30.1,27.9,31.1,35.4,40.3,40.2,43.0,44.6,46.7
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.2,37.7,43.4,38.9,36.9,44.0,40.6,32.3,33.7,42.5,44.0,45.4,46.7,52.7,49.0
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.39256784475513,8.95598705177788,-2.13542872046934,2.07814071860783,4.31629742195208,0.627471992893336,-2.37206524252255,0.421440918881169,0.474763597342611,-0.931195987079601,-1.02828178762003,3.62604141352957,4.25746204335427,4.25746204335427,4.25746204335427
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.68057078513405,26.4186641547444,-6.81116108898994,2.17853752389419,11.8041858089129,6.44121280934116,7.38577178397856,4.67399603536345,-0.661709164713771,4.38389195513915,4.97595150553836,0.626149149168802,2.30237251516839,5.60188791482222,5.1332034082496
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.2514974459487,12.4758291326398,13.7302839288409,14.4696564932577,13.4824679218511,10.2779049218839,8.77781429332625,7.2803873036112,9.35597215533781,30.6944150806719,29.8444799015679,19.6289379701521,17.080954143438,22.271539247051,25.7542948841891
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.32087090389265,3.32087090389265,2.2669220945083,3.62604695579816,3.42912324722166,2.03159268395297,1.93762080205226,1.62586504402611,1.89617402592365,1.27543168367414,1.98666133171195,2.02805963071135,1.41109078954247,1.62088661717011,2.04147163139547
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.748535139536379,7.62581575213018,3.07685280767428,3.443326085960215,4.7745232753436895,3.635400480804745,2.651673429165765,2.35037959246002,1.443857192708045,1.605539174142135,2.3012596654248503,2.449890828053495,2.216775933599115,1.971366011832375,3.475403202898835
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.5618131744907,1.5618131744907,1.5618131744907,0.877983288285865,0.877346595685107,0.662268900269053,1.10111836375708,2.34626865671642,4.06996608361595,1.61748808904197,1.96682557818841,3.06863379251993,-1.93108114782171,-2.0794031794094,0.17993533617437
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,34.2772237131003,53.5483043492339,42.0150947376509,48.4093786255199
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.65000807859295,7.65000807859295,7.65000807859295,7.65000807859295,7.65000807859295,2.55802007757904,5.78966778544654,2.98130868933676,3.73169119261694,-1.40360755900904,0.969553268816178,2.52023382001632,1.44344660770699,1.2114357783847,7.18483629443367
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.41605259409741,5.33380639820233,-0.550159995508911,3.37002540220151,3.45674967234604,3.37688044338876,1.05949782356172,1.08944157435359,0.968993458825594,-0.489437796230531,2.43248789041367,1.20715793367006,1.43135598182988,0.625989707046714,2.06299638545329
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.32761128891475,4.35029854990048,1.77111716621253,2.91834002677376,3.30385015608741,1.76278015613196,2.44988864142539,2.48792270531401,1.5083667216592,1.2769909449733,1.94864740944521,1.91140094445694,1.6107678729038,0.846905537459283,2.86391042204996
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.1685552880075,3.21595033239886,0.506308827696515,1.81353438995062,3.28657914875377,2.48567562177015,2.00015616900599,1.60581182954475,0.896563335260335,0.891591752655315,2.08126911385585,1.99837981429547,1.53089564152644,1.38191063351859,2.7666666666667
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.6997549618244,20.8490871772712,1.45704835970321,5.72687224669605,7.8583333333334,1.06621339720303,2.41571745279419,1.37344181533176,4.02768573742726,12.4433748584372,12.9359184187335,2.26854690373999,2.61057182799215,2.75980947008127,6.65029912708779
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.41206285772544,24.4069510353914,10.5554355299529,6.49326591473995,9.59216605979671,18.1610453065451,7.93795807492418,4.40535234185288,5.54468891259784,5.55768961400966,16.0525353030392,-2.81469807668464,-0.686772170797372,7.32110643415518,8.40453845076341
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.82305630026808,4.48944420508402,-0.0531456741253725,2.18929920422458,3.53208210722743,2.83966343445896,1.11309594027539,0.340002833356965,0.561429152790087,1.97385264653175,2.12597086002608,2.05316499865184,1.4368195699643,0.740791812220353,2.44024851144083
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.896072355749065,0.896072355749065,0.896072355749065,2.20783532536524,2.70423907747279,6.74468253340713,0.428888888888905,-0.548757550948178,0.218785923536209,-0.79331014578558,0.0432648555103161,0.919170717886098,0.732849371241047,3.02272119663757,1.73353962694033
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.75976724854531,2.75976724854531,2.75976724854531,2.75976724854531,2.75976724854531,3.81815240252386,0.533738507090531,-0.25808951753536,0.7248389810706,0.441041448058777,1.48299897161327,1.95594302672532,-3.23338933983324,1.88470066518848,3.65326761825511
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.3951651552399,11.3951651552399,11.3951651552399,11.3951651552399,11.3951651552399,6.21750422069283,7.53040640913172,6.99163889220849,6.19428022984985,5.51352572692994,5.70207015717244,5.54362139486472,5.59199639930633,5.69107474746208,5.54565430773475
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.40253419005901,12.3487195994021,2.75320223914816,2.43899060504113,4.21990346601874,2.95456829831017,0.890093540913077,-1.41818380264845,-0.104633261008384,-0.798649886453677,2.06159619443141,2.8145447382483,3.10372944796774,1.67244096855763,3.29774435299508
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.40004069748808,-0.40004069748808,-0.40004069748808,-0.40004069748808,-0.40004069748808,2.75739669962981,3.30001156888437,2.64755321246194,1.8486274237498,2.78679347602043,1.38671830576399,2.08766938046983,1.00582004702132,-2.31770629331375,-0.606319385140878
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.19878141660322,3.19878141660322,3.19878141660322,3.19878141660322,3.19878141660322,1.97336755976255,0.722414784530534,1.51375643050832,1.86148302863365,-0.346376929989347,1.51820700736147,2.26586346678732,2.49123527368049,0.0385210980054084,2.90491262928485
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50077710611542,7.42704310332953,-0.381464282453061,1.99621236745887,3.67124999999999,2.05267452001717,-0.0930456838317784,-0.89719405419433,-1.03602303425471,-1.5841,0.810133321953058,1.41710814018034,0.562782154061217,-1.05129600763489,1.98163900587619
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.42675273505309,14.8378764828254,12.9456563410401,7.73574804312501,53.2286983118173,59.2197360232519,18.3122610377873,18.1195543526734,13.5344897649735,11.8365807653496,6.03183725177786,4.8723022055069,5.59815595039853,5.54814357456511,9.46028389623105
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.30058074547862,1.30058074547862,1.30058074547862,1.30058074547862,1.30058074547862,1.30058074547862,0.509747768983173,1.20139964481059,-0.86158400942767,0.663427167917562,1.14765339305811,0.269982622646363,0.187069385181459,0.121434644614868,3.23563659237068
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.748535139536379,7.62581575213018,3.07685280767428,3.443326085960215,4.7745232753436895,3.635400480804745,2.651673429165765,2.35037959246002,1.443857192708045,1.605539174142135,2.3012596654248503,2.449890828053495,2.216775933599115,1.971366011832375,3.475403202898835
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.70560923578868,14.006810770252,3.34645420142013,2.50327605844241,9.88446419823886,4.51560291399369,5.73640023719612,5.76660074579141,4.05961041135646,3.62321431764138,2.8227580554717,2.27205987230154,1.83954504969027,0.940742153381827,0.737383721452307
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.64127299102653,5.67859390284167,4.88803479876799,5.03872690108075,6.63644962213086,5.40349914037005,6.20431066640096,6.32904015516141,9.02990102416137,8.73914352329392,3.44637335032668,3.66485028376727,3.73297621216898,3.21176803803373,8.30165975585677
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.43220240177219,9.43220240177219,9.43220240177219,9.43220240177219,9.43220240177219,4.53334753888772,1.81410436049102,1.76950322089726,-1.11278992510965,1.28192813061895,4.66018463955998,3.67381410406796,4.10028964518462,4.10028964518462,4.10028964518462
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.137911563169562,0.137911563169562,0.137911563169562,0.137911563169562,0.137911563169562,0.111766261400265,0.389205053123609,-0.207108731719819,-0.488347420743483,-0.278693265753081,-1.2605056462896,1.02505179290213,-0.390522069165538,1.94031996607182,1.73341388450597
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.27106093949328,8.27106093949328,8.27106093949328,8.27106093949328,8.27106093949328,8.27106093949328,8.27106093949328,8.27106093949328,4.54814395082206,3.21988689395717,4.95508366985128,2.72396386183714,2.72643037388829,5.62936522632511,7.3468144053353
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.45987233408586,8.45987233408586,8.45987233408586,8.45987233408586,8.45987233408586,7.53690261091912,5.88460707056817,4.4022530924343,3.06203169580557,2.81495791361944,3.3082807676822,3.23801558947711,2.77286442863323,1.8903591682421,7.24097765588445
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.959917619457111,9.25895099417076,3.52126227238642,1.49102370047805,1.19447572449848,5.47829594346121,6.98879341970198,14.898684179755,1.40297017136817,4.94543276106514,4.1807233187127,1.61215686991552,2.68537355266785,1.71015659523154,4.25936417542868
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.13838399266837,2.37027067444298,0.299466803009305,1.77687154092627,2.91213508872347,1.51567823124525,0.938291897815245,1.90663590717867,1.12524136094278,1.42875954701085,1.5968841285297,2.26822567248104,1.94926902411596,0.716999632307807,3.39519318527533
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.73235060312225,2.42604117060157,-0.480481936423277,0.688238707220029,0.231349207650933,-0.692552018105286,-0.217323155115691,-0.0132025387514989,-1.14390867228183,-0.434618664285838,0.533787839825897,0.936335464113563,0.362886179940615,-0.725874933313387,0.581814168489858
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.40779938398043,8.71626873039608,0.353045178360933,1.41071107954321,3.34121694259301,3.00744840213053,1.78955553984582,4.71867527854673,4.34877353217046,3.78619355893118,2.18271846868521,2.43488981353054,2.55754475703329,3.0454908480433,4.52456838259137
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.81676767378834,5.92525137041092,-0.728165250932903,3.17532475269199,5.55389892257491,2.61952432645539,2.62105001748119,1.92164162788522,1.43702380935656,2.00000182191942,1.59313600071433,2.07479039965575,2.89923416358229,2.41942189457778,0.981015135544894
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.89200629349596,6.30852769152581,1.01950457731134,1.22645612135478,4.91243395052459,1.30451119915597,2.58117037252936,0.44868207676616,1.25149954781475,0.723178457513241,0.685881065304602,0.3594090313807,-1.10686343994195,2.42500656821817,4.09195189692865
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.93969946305093,2.93969946305093,2.93969946305093,2.93969946305093,2.93969946305093,2.73529677529534,2.05034718001742,1.85489850366779,2.67623531419901,0.874190383288837,0.640409149881966,1.0688581131292,2.45280214062729,2.43760882182241,2.27185762503636
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.808223101487066,0.808223101487066,0.808223101487066,0.808223101487066,0.808223101487066,0.808223101487066,0.808223101487066,1.24303889760764,0.744198994781517,2.88585107290007,2.88585107290007,2.88585107290007,2.88585107290007,2.88585107290007,2.88585107290007
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.65464645060703,4.95875092023152,4.41500374795223,0.391525011227614,1.75958704273801,5.01018773134469,4.63161619729462,0.912139545450162,3.16909796750827,3.19056179723774,0.450063823285532,1.15277896375524,2.20607305781522,1.79537147083111,1.71564275451261
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.54438485815156,6.99688495554511,4.20251661216482,2.27200227892011,3.41503344776242,3.16930188840057,2.01699224310385,2.89883787761735,4.9898311584953,7.51346024627682,4.3143132569501,3.2405693293057,3.5230193274144,2.5266350008471,3.49505757399449
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.84266300756185,1.84266300756185,1.84266300756185,1.84266300756185,1.84266300756185,6.31474450315182,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753,-4.29487331536753
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.41099704193489,6.77443546371143,0.991103480568084,2.07866470906424,4.47388342165028,2.54039644167108,1.50654285701401,-0.238778144990621,0.131187999024519,-1.40781637091705,0.784415251101357,1.25699566690508,1.10666674296062,0.605795808395438,1.86215297494641
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.35724456417157,13.4244635507284,7.84270167700653,5.66275708420022,4.877998309707,4.49545314354611,5.23133614174423,4.51920098516959,0.801982005099561,-0.0174788505907852,1.6259069299173,2.22111461526584,2.09604635327805,0.724911478131341,1.72647755109242
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.748535139536379,7.62581575213018,3.07685280767428,3.443326085960215,4.7745232753436895,3.635400480804745,2.651673429165765,2.35037959246002,1.443857192708045,1.605539174142135,2.3012596654248503,2.449890828053495,2.216775933599115,1.971366011832375,3.475403202898835
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.99572039942938,6.87632393677692,1.75331605427657,2.77944261312558,2.33253152562139,3.18398746349455,1.33232086152147,1.49873969616457,-0.476542049801979,-0.0472079848934594,1.58558801700291,2.58368756641871,2.62220783425054,2.62220783425054,2.62220783425054
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.276140861750094,0.276140861750094,0.276140861750094,0.276140861750094,1.32543575779668,1.18894845245605,2.16061146813395,1.27397911533384,-2.34752770165615,-0.625258358618096,-0.625258358618096,-0.625258358618096,-0.625258358618096,-0.625258358618096,-0.625258358618096
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.37265183669719,4.66900841902485,0.3262766522498,2.43004084102254,3.28944939564209,2.38905410042318,-0.399357676464379,-1.35498885446316,-2.09699769053113,-1.42916666666665,0.531766496174477,1.43549119531763,0.250370996758475,-0.638422797978945,2.44608867175474
